symbol,date,bookValue,marketCap,dividendYield,peRatio,pbRatio,currentRatio,quickRatio,stockPrice,eps,increasePercent
DOCU,2020-07-31,16812000,40083627460,,-620.8740313,79.86520472,1.133465958,1.07206588,216.83,-0.34923,106.9976134
DOCU,2020-04-30,276953000,19166945500,,-400.9485712,36.66294081,1.429903096,1.359375814,104.75,-0.26126,33.42249395
DOCU,2020-01-31,294945000,14203008570,,-299.5972867,25.99726642,1.360140641,1.306240228,78.51,-0.26205,18.61308355
DOCU,2019-10-31,313579000,11802603660,,-253.2856273,20.72952473,1.477313278,1.412354247,66.19,-0.26133,27.97757154
DOCU,2019-07-31,306182000,9071119080,,-132.1704027,16.0075088,1.64328946,1.575293173,51.72,-0.39131,-8.734780307
DOCU,2019-04-30,333417000,9752963670,,-213.3100842,16.31798125,1.764473113,1.688875197,56.67,-0.26567,14.60060667
DOCU,2019-01-31,344934000,8288957350,,-125.1276697,13.49197598,1.906829772,1.848061157,49.45,-0.3952,17.90653314
DOCU,2018-10-31,536475000,7034847840,,-133.2029584,8.683185656,2.911657111,2.845599536,41.94,-0.31486,-22.18923933
DOCU,2018-07-31,698000000,9524345600,,-259.4199924,12.81014876,2.484856263,2.415041068,53.9,-0.35894,39.52886358
DOCU,2018-04-30,166800000,6826075520,,-25.21759641,31.88265072,1.146758621,1.063724138,38.63,-7.44988,0
ZM,2020-07-31,1174472000,75452482132,,405.6824981,62.93937843,1.733905786,1.380589687,253.91,0.62588,87.84493601
ZM,2020-04-30,901631000,39900151043,,1473.689789,44.25330434,1.724783502,1.318411613,135.17,0.09172,77.1559633
ZM,2020-01-31,833943000,18270288316,,1191.100353,21.90831785,3.281676302,2.922532427,76.3,0.06406,9.171555301
ZM,2019-10-31,772517000,20461773577,,9254.533504,26.4871499,3.207644358,2.854504205,69.89,0.00755,-26.82441629
ZM,2019-07-31,743796000,25514718094,,3290.099045,34.3033817,4.000327517,3.715995039,95.51,0.02903,31.79246585
ZM,2019-04-30,719728000,16810998520,,7593.043595,23.35743297,4.455908448,4.197351164,72.47,0.00954,0
DXCM,2020-09-30,1480300000,38337391023,,532.4637642,25.57019344,6.392377567,5.871840442,412.230011,1.48,1.68475851
DXCM,2020-06-30,1335200000,39323800000,,849.3261339,29.04483344,7.580604849,7.011497126,405.4,0.47732,50.55520481
DXCM,2020-03-31,915900000,25338307000,,1273.281759,27.1142932,5.82176196,5.283547258,269.27,0.21148,23.10048459
DXCM,2019-12-31,864000000,20255324000,,218.5040345,22.94960798,5.467518046,5.051637979,218.74,1.00108,46.56928437
DXCM,2019-09-30,745900000,13804700000,,301.4126638,18.06188669,5.631823821,5.163771712,149.24,0.49514,-1.446212772
DXCM,2019-06-30,669600000,13795273000,,-1313.835524,20.04252942,6.052047189,5.533657183,151.43,-0.11526,31.48389338
DXCM,2019-03-31,650000000,10399851000,,-386.6115613,15.55466796,7.182667799,6.638487681,115.17,-0.2979,-3.864774624
DXCM,2018-12-31,644600000,10638240000,,-59.2,16.03835369,7.641636691,7.24955036,119.8,-2.02365,-10.4432982
DXCM,2018-09-30,543800000,12079431000,,259.2152575,21.4860032,4.714285714,4.324394018,133.77,0.51606,40.84017688
DXCM,2018-06-30,470200000,8329746000,,275.819404,17.27804605,4.894613583,4.4970726,94.98,0.34009,27.43861532
DXCM,2018-03-31,409400000,6536281000,,-272.3450417,15.49983638,5.829736211,5.258193445,74.53,-0.27491,28.52215899
DXCM,2017-12-31,407300000,5085723000,,-508.5723,12.12618741,5.361411087,4.916486681,57.99,-0.11587,18.5162477
DXCM,2017-09-30,372000000,4291161000,,-2145.5805,11.17489844,5.862098139,5.383248731,48.93,-0.02323,-33.11004785
DXCM,2017-06-30,341800000,6276270000,,2164.231034,17.74461408,6.249286394,5.692673644,73.15,0.0338,-13.66694205
DXCM,2017-03-31,266400000,7269834000,,-177.3130244,26.16930886,1.924868957,1.555037857,84.73,-0.48122,41.92629816
DXCM,2016-12-31,272300000,5122260000,,-731.7514286,18.04883721,2.734375,2.201171875,59.7,-0.08373,-31.89596167
DXCM,2016-09-30,248400000,7521228000,,-395.8541053,28.72890756,3.003484321,2.370499419,87.66,-0.22809,10.5004412
DXCM,2016-06-30,232800000,6806514000,,-340.3257,27.62383929,3.261163735,2.562922869,79.33,-0.24155,16.81637461
DXCM,2016-03-31,225500000,5575411000,,-293.4426842,24.11509948,3.547581903,2.711388456,67.91,-0.22947,-17.08180708
DXCM,2015-12-31,215300000,6723990000,,4482.66,30.39778481,3.457399103,2.829596413,81.9,0.0188,-4.612159329
DXCM,2015-09-30,187200000,6800112000,,-158.1421395,35.17905846,3.464285714,2.87585034,85.86,-0.54293,7.351837959
DXCM,2015-06-30,164500000,6294426000,,-1573.6065,36.87420035,3.85520362,3.235294118,79.98,-0.05083,28.29643888
DXCM,2015-03-31,142800000,4850052000,,-404.171,32.63830417,3.951351351,3.351351351,62.34,-0.15248,13.24250681
DXCM,2014-12-31,134300000,4282890000,,3294.530769,30.54843081,3.593596059,3.103448276,55.05,0.01729,37.65941485
DXCM,2014-09-30,108700000,2987253000,,-597.4506,25.97611304,3.039408867,2.618226601,39.99,-0.06667,0.8320726172
DXCM,2014-06-30,93100000,2942772000,,-490.462,29.54590361,2.963483146,2.525280899,39.66,-0.08086,-4.110251451
DXCM,2014-03-31,83400000,3068912000,,-255.7426667,34.09902222,3.151515152,2.734006734,41.36,-0.16371,16.80316295
DXCM,2013-12-31,77300000,2627422000,,-1313.711,31.2416409,2.900311526,2.514018692,35.41,-0.02813,25.47838412
DXCM,2013-09-30,67800000,2093924000,,-348.9873333,28.03111111,2.981751825,2.525547445,28.22,-0.08487,23.60928603
DXCM,2013-06-30,65200000,1693986000,,-169.3986,23.42995851,3.516587678,3.037914692,22.83,-0.14225,33.35280374
DXCM,2013-03-31,66400000,1270304000,,-115.4821818,17.25956522,4.401234568,3.802469136,17.12,-0.15759,25.9749816
DXCM,2012-12-31,69600000,1008378000,,-18.67366667,13.09581818,3.979487179,3.497435897,13.59,-0.78603,-9.096989967
DXCM,2012-09-30,72800000,1109290000,,-64.25824017,13.8143213,3.705882353,3.220588235,14.95,-0.25204,15.35493827
DXCM,2012-06-30,83600000,961632000,,-65.45721871,10.53266156,4.941176471,4.358823529,12.96,-0.21537,24.2569511
DXCM,2012-03-31,91800000,773906000,,-55.02744596,7.770140562,5.763975155,5.136645963,10.43,-0.20746,12.03007519
DXCM,2011-12-31,104500000,690802000,,-56.38739695,6.610545455,7.102040816,6.428571429,9.31,-0.18686,-22.41666667
DXCM,2011-09-30,113100000,890400000,,-67.05829191,7.872679045,7.836734694,7.231292517,12,-0.20456,-17.18426501
DXCM,2011-06-30,121600000,1075158000,,-145.942446,8.841759868,8.985507246,8.239130435,14.49,-0.11575,-6.636597938
DXCM,2011-03-31,53400000,965018080,,-81.43612489,18.07149963,4.689655172,3.836206897,15.52,-0.19058,13.6996337
DXCM,2010-12-31,61000000,776425650,,-79.130213,12.72828934,4.331125828,3.562913907,13.65,-0.1725,3.252647504
DXCM,2010-09-30,35200000,736446540,,-54.96690103,20.9217767,2.617647059,2.058823529,13.22,-0.24051,14.35986159
DXCM,2010-06-30,41100000,629326400,,-53.84841277,15.34942439,3.251612903,2.890322581,11.56,-0.21468,18.68583162
DXCM,2010-03-31,46700000,499574340,,-24.64234894,10.69752334,3.734177215,3.398734177,9.74,-0.39525,20.69392813
DXCM,2009-12-31,-18500000,357880290,,-31.04174603,-19.45001576,1.962765957,1.675531915,8.07,-0.25997,1.765447667
DXCM,2009-09-30,-9100000,347310210,,-25.68292613,-38.16595714,2.48,2.302857143,7.93,-0.30877,28.1098546
DXCM,2009-06-30,2000000,264424420,,-17.24882061,132.21221,3.259036145,3.072289157,6.19,-0.35887,49.51690821
DXCM,2009-03-31,15100000,163815660,,-12.46504794,10.77734605,4.433333333,4.186666667,4.14,-0.33213,50
DXCM,2008-12-31,-19500000,81384120,,-6.050863941,-4.173544615,2.14,1.88,2.76,-0.45613,-55.41195477
DXCM,2008-09-30,-27300000,182078850,,-12.39643587,-6.669554945,3.820512821,3.294871795,6.19,-0.49934,2.483443709
DXCM,2008-06-30,-14700000,177020320,,-12.57782578,-12.04219864,5,4.476744186,6.04,-0.48021,45.89371981
DXCM,2008-03-31,-2900000,121003920,,-9.328085106,-41.72548966,6.641975309,6.283950617,4.14,-0.44382,-53.11438279
DXCM,2007-12-31,7200000,250003790,,-20.44351869,35.21180141,8.011904762,7.678571429,8.83,-0.43192,-15.42145594
DXCM,2007-09-30,17300000,295270897.3,,-25.93735922,17.06768193,12.63934426,12.21311475,10.44,-0.40251,27.47252747
DXCM,2007-06-30,26600000,231460055.2,,-20.41814178,8.668915925,11.82432432,11.39189189,8.19,-0.40111,4.198473282
DXCM,2007-03-31,36400000,221836348.4,,-20.29795484,6.094405177,14.78461538,14.35384615,7.86,-0.38723,-20.28397566
DXCM,2006-12-31,56900000,268544041.4,,-0.02425074038,4.727888054,11.03846154,10.5,9.86,-406.58552,-11.41060198
DXCM,2006-09-30,66300000,299825605.2,,-0.0223121532,4.522256488,10.28787879,9.818181818,11.13,-498.83128,-18.04123711
DXCM,2006-06-30,78000000,357460459.9,,-0.03200521271,4.582826408,15.73469388,14.79591837,13.58,-424.30588,-33.00444006
DXCM,2006-03-31,40300000,518032342.8,,-0.04744295618,12.85440057,5.885714286,5.528571429,20.27,-427.24994,35.85790885
DXCM,2005-12-31,49400000,282647583.4,,-0.009186584104,5.721610999,7.183098592,7.112676056,14.92,-1624.10748,28.39931153
DXCM,2005-09-30,61100000,194954201.4,,-0.01042546764,3.190739794,20.86206897,20.48275862,11.62,-1114.5783,-6.290322581
DXCM,2005-06-30,67100000,153982071.6,,-0.01244784104,2.294814778,23.20689655,22.96551724,12.4,-996.15668,5.621805792
DXCM,2005-03-31,22500000,0,,,,,,11.74,,0
DXCM,2004-12-31,27700000,,,,,,,,,0
SPLK,2020-07-31,167517000,33351308640,,-127.6253382,19.97705193,2.496941233,2.309982353,209.82,-1.64403,49.48703334
SPLK,2020-04-30,293531000,22111472240,,-72.35926631,12.2159118,2.266449376,2.070374055,140.36,-1.93977,-9.596805359
SPLK,2020-01-31,468174000,24192457940,,-1064.434087,12.09968343,2.151050525,1.976615032,155.26,-0.14586,29.42647549
SPLK,2019-10-31,298664000,18282383840,,-317.1877347,10.01161691,2.329340306,2.164145804,119.96,-0.3782,-11.34432045
SPLK,2019-07-31,853035000,20337904860,,-201.6209142,14.18422199,3.062091188,2.905698418,135.31,-0.67111,-1.977687627
SPLK,2019-04-30,838141000,20576242400,,-132.3835475,14.42907941,3.19938823,3.041127071,138.04,-1.04273,10.57353412
SPLK,2019-01-31,925447000,18449229720,,8677.906736,12.13400295,3.232552065,3.087671676,124.84,0.01439,25.0400641
SPLK,2018-10-31,819741000,14615677440,,-262.3764014,10.27921559,3.839984383,3.675350508,99.84,-0.38052,3.891779396
SPLK,2018-07-31,537500000,5285500,,-0.05106812626,0.004608911754,1.703358964,1.537029543,96.1,-0.71722,-6.380905991
SPLK,2018-04-30,617200000,6261650,,-0.05284137419,0.005598256594,1.975246773,1.758542141,102.65,-0.8255,11.12915449
SPLK,2018-01-31,921800000,5080350,,-0.2026465895,0.004490718642,2.304008756,2.136407169,92.37,-0.17924,37.25111441
SPLK,2017-10-31,557900000,4239900,,-0.08378917829,0.00549423351,1.901279199,1.839404894,67.3,-0.36375,12.14797534
SPLK,2017-07-31,594700000,4380730,,-0.05246383234,0.005704075521,2.004484305,1.93064275,60.01,-0.60317,-7.97423708
SPLK,2017-04-30,604100000,4955960,,-0.04959381974,0.006489406835,2.041346907,1.971025842,65.21,-0.72527,12.70307639
SPLK,2017-01-31,642800000,25863420,,-0.3485401253,0.0321204918,2.038357806,1.980371591,57.86,-0.55414,-3.871074929
SPLK,2016-10-31,649200000,20464600,,-0.2188937973,0.02513461066,2.218372135,2.164771702,60.19,-0.7015,-2.981947131
SPLK,2016-07-31,661100000,34928520,,-0.4033456124,0.04212823544,2.365168539,2.311195827,62.04,-0.6545,19.35359754
SPLK,2016-04-30,662000000,31551860,,-0.3127166587,0.03787283639,2.476241668,2.410234358,51.98,-0.7673,8.517745303
SPLK,2016-01-31,686600000,32045100,,-0.4039824515,0.0372877589,2.445359582,2.391924468,47.9,-0.62584,-14.70797721
SPLK,2015-10-31,663900000,393120,,-0.005387124181,0.0004674991081,2.720248447,2.668819876,56.16,-0.57671,-19.70260223
SPLK,2015-07-31,657400000,699400,,-0.01264989419,0.0008350047755,2.729405194,2.667132086,69.94,-0.44019,5.410700829
SPLK,2015-04-30,785700000,995250,,-0.01398097941,0.001222515661,2.949038755,2.888007324,66.35,-0.57155,28.4607938
SPLK,2015-01-31,783800000,1962700,,-0.03441642702,0.002413254642,2.884593191,2.823139065,51.65,-0.47613,-21.83716707
SPLK,2014-10-31,767300000,2841440,,-0.05852485016,0.003561148014,3.500980777,3.448411142,66.08,-0.40835,40.53594215
SPLK,2014-07-31,762700000,2256960,,-0.03713204567,0.002839657776,4.069684865,4.027518864,47.02,-0.51438,-13.83544072
SPLK,2014-04-30,753200000,2892210,,-0.05698374544,0.00368998469,4.388368655,4.332183342,54.57,-0.43273,-29.15747112
SPLK,2014-01-31,753500000,5854280,,-0.1794085379,0.007458631673,4.775372775,4.717652718,77.03,-0.31057,22.83527348
SPLK,2013-10-31,239800000,5079510,,-0.3069190332,0.02030991603,2.706266319,2.649477807,62.71,-0.15904,25.39492102
SPLK,2013-07-31,247800000,4250850,,-0.3104396407,0.01715435835,3,2.920180723,50.01,-0.13285,22.57352941
SPLK,2013-04-30,238000000,3672000,,-0.2275939011,0.01542857143,3.187129551,3.126164268,40.8,-0.15815,23.78640777
SPLK,2013-01-31,237500000,7218240,,-1.171411879,0.03039258947,3.21965812,3.160683761,32.96,-0.07679,17.58829825
SPLK,2012-10-31,224300000,7259770,,-1.326227621,0.03235191622,3.413903743,3.352941176,28.03,-0.07402,-4.659863946
SPLK,2012-07-31,224800000,9760800,,-2.133508197,0.04341992883,3.835,3.775,29.4,-0.07324,-13.40206186
SPLK,2012-04-30,224000000,11271400,,-0.5506301905,0.05034122376,4.347633136,4.284023669,33.95,-0.71376,0
SPLK,2012-01-31,-800000,,,,,,,,,0
SPLK,2011-10-31,-2300000,,,,,,,,,0
SPLK,2011-01-31,3500000,,,,,,,,,0
SGEN,2020-09-30,1983359000,33934407557,,53.34198026,15.02832449,3.65182976,3.391775607,195.690002,2.58,15.16596163
SGEN,2020-06-30,1244117000,29465147520,,-1390.521355,16.24250102,4.708108204,4.195608867,169.92,-0.1222,47.2698908
SGEN,2020-03-31,1190947000,19885743000,,-118.0849574,11.26276635,4.511513535,3.97987707,115.38,-0.97709,0.9802205496
SGEN,2019-12-31,1301616000,19619356080,,759.5569524,10.45647925,4.536762069,4.037122576,114.26,0.15043,33.79391101
SGEN,2019-09-30,1204930000,14356508600,,-156.1967143,8.067262605,4.85908022,4.307813217,85.4,-0.54675,24.94513533
SGEN,2019-06-30,697155000,11034150600,,-139.2532699,8.675833487,3.027415838,2.515827747,68.35,-0.49083,-7.145768238
SGEN,2019-03-31,738740000,11825961770,,-887.2354843,9.004006948,3.270290423,2.76736791,73.61,-0.08297,29.91528415
SGEN,2018-12-31,699200000,9076932000,,-75.76737896,7.125309679,2.903598401,2.474455797,56.66,-0.74782,-30.18728438
SGEN,2018-09-30,813500000,12928788000,,-191.8217804,9.475110297,3.701084151,3.17811048,81.16,-0.4231,22.2473264
SGEN,2018-06-30,831400000,10848126000,,142.1772739,7.847313368,3.903761062,3.307522124,66.39,0.46695,30.32979976
SGEN,2018-03-31,728300000,7742880000,,-69.31853178,6.052434925,3.776785714,3.086309524,50.94,-0.73487,-9.246392304
SGEN,2017-12-31,677500000,8088333000,,-136.6272466,11.93673701,3.453620586,2.979652902,56.13,-0.41083,3.161183606
SGEN,2017-09-30,659700000,8058121000,,161.16242,12.21482644,4.061518325,3.539267016,54.41,0.33761,5.160417472
SGEN,2017-06-30,573600000,7388472000,,-131.0012766,12.88312467,4.470246734,3.80478955,51.74,-0.39496,-17.690105
SGEN,2017-03-31,603300000,8957550000,,-149.2925,14.84512761,5.090768037,4.500387898,62.86,-0.42105,19.12071253
SGEN,2016-12-31,634100000,7488063000,,-135.89951,11.80896231,4.946801347,4.383164983,52.77,-0.3883,-2.295871135
SGEN,2016-09-30,662300000,7610009000,,-239.3084591,11.4902748,5.916534181,5.221780604,54.01,-0.22569,33.65503588
SGEN,2016-06-30,668500000,5669523000,,-173.3799083,8.480961855,5.877838684,5.22083007,40.41,-0.23307,15.16101453
SGEN,2016-03-31,684100000,4909091000,,-239.4678537,7.175984505,5.999185004,5.393643032,35.09,-0.14653,-21.81372549
SGEN,2015-12-31,685900000,6269736000,,-251.7966265,9.140889342,5.741623232,5.231571109,44.88,-0.17824,16.39004149
SGEN,2015-09-30,696200000,4924112000,,-186.5193939,7.072841138,6.646921278,6.235385814,38.56,-0.20673,-20.33057851
SGEN,2015-06-30,179600000,6054840000,,-127.4703158,33.71291759,2.646487294,2.20328849,48.4,-0.3797,36.9165488
SGEN,2015-03-31,209300000,4394005000,,-202.4887097,20.99381271,3.095943838,2.695787832,35.35,-0.17458,10.02178649
SGEN,2014-12-31,210900000,3980907000,,-149.0976404,18.88475806,3.240667196,2.800635425,32.13,-0.2155,-13.58257127
SGEN,2014-09-30,225100000,4595448000,,-294.58,20.4060746,3.603694374,3.219143577,37.18,-0.12621,-2.797385621
SGEN,2014-06-30,225800000,4712400000,,-267.75,20.86979628,4.075144509,3.700385356,38.25,-0.14286,-16.04477612
SGEN,2014-03-31,231000000,5599324000,,-343.5168098,24.23949784,4.337373737,3.971717172,45.56,-0.13263,14.21408874
SGEN,2013-12-31,230200000,4886525000,,-311.2436306,21.22730235,4.408266129,4.070564516,39.89,-0.12816,-8.989276751
SGEN,2013-09-30,234300000,5347260000,,-225.6227848,22.81254266,4.36746988,4.048192771,43.83,-0.19426,33.99571996
SGEN,2013-06-30,237100000,3967723000,,-575.0323188,16.73438633,4.777408638,4.279069767,32.71,-0.05688,-6.113662457
SGEN,2013-03-31,233200000,4198220000,,-257.5595092,17.99494213,4.841573034,4.382022472,34.84,-0.13527,50.36685369
SGEN,2012-12-31,226100000,2764181000,,-260.7717925,12.22547988,4.382703777,3.96222664,23.17,-0.08885,-13.1884601
SGEN,2012-09-30,222500000,3162765000,,-230.8587591,14.20828841,5.229530201,4.706040268,26.69,-0.11561,5.120126034
SGEN,2012-06-30,218500000,2978247000,,-173.1538953,13.63042105,4.670212766,4.288416076,25.39,-0.14663,24.58292444
SGEN,2012-03-31,220200000,2370194000,,-192.6986992,10.7638238,5.235135135,4.948648649,20.38,-0.10576,21.88995215
SGEN,2011-12-31,218800000,1924472000,,-70.75264706,8.795575868,4.386388584,4.24039517,16.72,-0.23632,-12.18487395
SGEN,2011-09-30,231300000,2183888000,,-53.65818182,9.445882353,5.235453315,5.117726658,19.04,-0.35484,-7.212475634
SGEN,2011-06-30,264000000,2339280000,,-45.42291262,8.860909091,6.153956835,6.090647482,20.52,-0.45175,31.79190751
SGEN,2011-03-31,304800000,1689345000,,-51.66192661,5.542470472,7.610367893,7.565217391,15.57,-0.30138,4.147157191
SGEN,2010-12-31,161500000,1517425000,,-43.98333333,9.395820433,5.549270073,5.509124088,14.95,-0.3399,-3.734707019
SGEN,2010-09-30,189800000,1571636000,,-45.03255014,8.280484721,6.302734375,6.234375,15.53,-0.34486,29.52460384
SGEN,2010-06-30,218600000,1209791000,,-145.7579518,5.53426807,7.4375,7.359375,11.99,-0.08226,0.418760469
SGEN,2010-03-31,222100000,1229820000,,106.9408696,5.53723548,5.428571429,5.30952381,11.94,0.11165,17.51968504
SGEN,2009-12-31,206200000,1021080000,,-84.38677686,4.951891368,3.335885167,3.275598086,10.16,-0.1204,-27.58374911
SGEN,2009-09-30,215500000,1311805000,,-66.25277778,6.087262181,5.5,5.459839357,14.03,-0.21176,44.34156379
SGEN,2009-06-30,100100000,837864000,,-37.2384,8.37026973,3.213675214,3.175213675,9.72,-0.26102,-1.419878296
SGEN,2009-03-31,107500000,823310000,,-30.15787546,7.658697674,3.299776286,3.255033557,9.86,-0.32695,10.29082774
SGEN,2008-12-31,79000000,713412000,,-23.31411765,9.030531646,2.753731343,2.619402985,8.94,-0.38346,-16.44859813
SGEN,2008-09-30,105800000,851720000,,-39.06972477,8.050283554,3.155263158,2.978947368,10.7,-0.27387,26.47754137
SGEN,2008-06-30,124100000,670878000,,-41.929875,5.405946817,4,3.787692308,8.46,-0.20177,-7.032967033
SGEN,2008-03-31,138000000,694330000,,-40.60409357,5.027733526,5.903654485,5.857142857,9.1,-0.22412,-20.1754386
SGEN,2007-12-31,54000000,768360000,,-51.56778523,14.22888889,4.075085324,4.027303754,11.4,-0.22107,-3.471634208
SGEN,2007-09-30,64600000,779460000,,-53.38767123,12.04729521,4.40969163,4.325991189,11.81,-0.22121,20.38735984
SGEN,2007-06-30,74500000,560151000,,-52.84443396,7.518805369,4.884615385,4.788461538,9.81,-0.18564,19.78021978
SGEN,2007-03-31,81600000,446355000,,-50.72215909,5.470036765,6.015789474,5.952631579,8.19,-0.16147,53.65853659
SGEN,2006-12-31,88200000,272363000,,-27.2363,3.088015873,10.04705882,9.882352941,5.33,-0.19569,9.670781893
SGEN,2006-09-30,96800000,247860000,,-28.82093023,2.563185109,9.510638298,9.393617021,4.86,-0.16863,5.652173913
SGEN,2006-06-30,103800000,230460000,,-26.79767442,2.220231214,9.833333333,9.666666667,4.6,-0.17166,-10.85271318
SGEN,2006-03-31,68000000,218784000,,-25.14758621,3.217411765,3.619047619,3.542857143,5.16,-0.20519,9.322033898
SGEN,2005-12-31,75400000,200128000,,-27.41479452,2.650701987,3.972972973,3.954954955,4.72,-0.17217,-10.0952381
SGEN,2005-09-30,82800000,222075000,,-35.81854839,2.685308343,3.927927928,3.873873874,5.25,-0.14657,-2.052238806
SGEN,2005-06-30,88600000,226192000,,-26.92761905,2.555841808,3.764227642,3.707317073,5.36,-0.19905,4.280155642
SGEN,2005-03-31,96900000,216394000,,-28.47289474,2.235475207,4.413461538,4.355769231,5.14,-0.18052,-21.2863706
SGEN,2004-12-31,103800000,273607000,,-25.81198113,2.635905588,4.113402062,4.06185567,6.53,-0.25298,-0.6088280061
SGEN,2004-09-30,113600000,270684000,,-28.79617021,2.384881057,5.945205479,5.726027397,6.57,-0.22816,-6.543385491
SGEN,2004-06-30,121900000,272061000,,-30.91602273,2.231837572,5.843373494,5.542168675,7.03,-0.22739,-14.58080194
SGEN,2004-03-31,130800000,300395000,,-44.83507463,2.296597859,6.948051948,6.87012987,8.23,-0.18356,-4.079254079
SGEN,2003-12-31,74900000,265980000,,-49.25555556,3.551134846,11.23684211,11.13157895,8.58,-0.17419,41.3509061
SGEN,2003-09-30,72200000,186349000,,-35.83634615,2.584590846,8.609756098,8.463414634,6.07,-0.16938,17.63565891
SGEN,2003-06-30,36200000,157896000,,-28.70836364,4.361767956,5,4.65625,5.16,-0.17974,116.8067227
SGEN,2003-03-31,41100000,72590000,,-12.09833333,1.766180049,6.189189189,6,2.38,-0.19672,-23.22580645
SGEN,2002-12-31,46700000,94550000,,-16.30172414,2.024625268,7.828571429,7.742857143,3.1,-0.19016,-3.726708075
SGEN,2002-09-30,52000000,97888000,,-19.19372549,1.882461538,9.2,9,3.22,-0.16776,-36.73870334
SGEN,2002-06-30,56500000,153718000,,-24.39968254,2.720672566,13.77777778,13.48148148,5.09,-0.20861,-2.86259542
SGEN,2002-03-31,58400000,154580000,,-25.76333333,2.646917808,19.83333333,19.45833333,5.24,-0.20339,-8.070175439
SGEN,2001-12-31,60600000,164730000,,-32.3,2.71383855,20.57142857,20.33333333,5.7,-0.17647,37.34939759
SGEN,2001-09-30,64700000,119520000,,-19.27741935,1.847295209,12.43333333,12.23333333,4.15,-0.21528,-31.96721311
SGEN,2001-06-30,69100000,174460000,,-34.20784314,2.521098266,11.75,11.15,6.1,-0.17832,22
SGEN,2001-03-31,72500000,46500000,,-11.07142857,0.6413793103,30.125,29.91666667,5,-0.45161,0
SGEN,2000-12-31,29100000,,,,,,,,-0.97222,0
SGEN,2000-09-30,31100000,,,,,,,,-0.66667,0
SGEN,2000-06-30,,,,,,,,,-0.375,0
SGEN,2000-03-31,,,,,,,,,-0.3,0
SGEN,1999-12-31,,,,,,,,,-0.39286,0
CDW,2020-06-30,-1969400000,16707458040,0.003238074869,88.35250153,15.82745172,1.470110908,1.218952688,115.7828,1.31046,24.9978948
CDW,2020-03-31,-2180000000,13421768220,0.004038216062,79.93906027,15.08572352,1.279282737,1.043622505,92.6278,1.15873,-34.51732331
CDW,2019-12-31,-2186800000,20737141740,0.002628134614,111.7302895,21.59444105,1.241364496,1.017156442,141.4539,1.26603,16.22495009
CDW,2019-09-30,-2196900000,17915270400,0.002377859728,88.82137035,19.15866795,1.325300833,1.079481641,121.707,1.37024,9.795406179
CDW,2019-06-30,-2249100000,16438891870,0.002609664954,83.61593016,17.56104248,1.278877554,1.031066671,110.8489,1.32569,14.42278115
CDW,2019-03-31,-2296900000,14453988720,0.003002631373,94.53230033,15.58717645,1.285381026,1.046189736,96.8766,1.0248,22.05710225
CDW,2018-12-31,-2199800000,12072161790,0.003636465512,75.78255989,12.37916508,1.354500375,1.1392387,79.3699,1.04734,-7.5519344
CDW,2018-09-30,-2067000000,13195682950,0.002402300822,71.83278688,11.36872831,1.408573772,1.168372624,85.8535,1.19519,9.153935738
CDW,2018-06-30,-2205900000,12104789040,0.002627059414,69.96987884,11.32452899,1.363368794,1.094574468,78.6536,1.12411,17.6674047
CDW,2018-03-31,-2350900000,10347451200,0.003092549013,81.4759937,10.37962805,1.34749274,1.086234269,66.844,0.82041,-1.028009293
CDW,2017-12-31,-2391000000,10481944160,0.003071949202,53.80874825,10.63508945,1.346615915,1.116728123,67.5383,1.25515,6.032246923
CDW,2017-09-30,-2608200000,9949315200,0.002452430093,76.94752668,12.33641066,1.364950952,1.090397467,63.696,0.82778,5.827876846
CDW,2017-06-30,-2596800000,9569939700,0.002591447886,67.92008304,11.27068626,1.329328428,1.077058547,60.1883,0.88616,8.654712325
CDW,2017-03-31,-2566900000,9018159480,0.002827627972,154.9511938,9.939556354,1.393557675,1.114315278,55.3941,0.35749,11.08702409
CDW,2016-12-31,-2465100000,8143036150,0.003143790538,78.37378393,7.788652463,1.4197834,1.169465515,49.8655,0.63625,14.6188413
CDW,2016-09-30,-2588000000,7174056950,0.002425405893,56.98218388,7.24286416,1.409535452,1.131982321,43.5055,0.76349,14.37077736
CDW,2016-06-30,-2623600000,6341101300,0.002791313238,53.96681957,6.257254095,1.412177986,1.135234422,38.039,0.70486,-3.176623311
CDW,2016-03-31,-2680700000,6635574300,0.002712651413,85.2901581,6.380973459,1.449161264,1.153185139,39.287,0.46063,-1.010131551
CDW,2015-12-31,-2680900000,6758849370,0.00270756145,75.68700302,6.167396085,1.478726223,1.193980819,39.6879,0.52437,3.135012928
CDW,2015-09-30,-2767100000,6580336500,0.0017324342,43.6072664,6.117259924,1.461028901,1.16891928,38.4815,0.88246,19.40467547
CDW,2015-06-30,-2309200000,5559295500,0.002068607434,51.37981054,5.582743021,1.669783465,1.376045768,32.2278,0.62725,-7.777494799
CDW,2015-03-31,-2368500000,6063078950,0.001929712626,110.842394,6.215355151,1.743757015,1.452300786,34.9457,0.31527,6.076712462
CDW,2014-12-31,-2449900000,5702571780,0.002051705871,110.0882583,6.08923842,1.671253406,1.404087193,32.9438,0.29925,13.50341952
CDW,2014-09-30,-2531600000,5021238500,0.001453824589,90.31004496,5.616597875,1.647158942,1.313432836,29.0245,0.32139,-2.476025993
