symbol,bookValue,marketCap,peRatio,pbRatio,currentRatio,quickRatio,stockPrice,eps,day,month,year,increase,decrease,none
DOCU,276953000.0,19166945500.0,-400.9485712,36.66294081,1.4299030959999999,1.359375814,104.75,-0.26126,30,4,2020,1,0,0
DOCU,294945000.0,14203008570.0,-299.5972867,25.99726642,1.3601406409999999,1.306240228,78.51,-0.26205,31,1,2020,1,0,0
DOCU,313579000.0,11802603660.0,-253.28562730000002,20.72952473,1.4773132780000002,1.412354247,66.19,-0.26133,31,10,2019,1,0,0
DOCU,306182000.0,9071119080.0,-132.1704027,16.0075088,1.64328946,1.5752931730000002,51.72,-0.39131,31,7,2019,1,0,0
DOCU,333417000.0,9752963670.0,-213.31008419999998,16.31798125,1.7644731130000002,1.6888751969999998,56.67,-0.26566999999999996,30,4,2019,0,0,1
DOCU,344934000.0,8288957350.0,-125.1276697,13.49197598,1.9068297719999998,1.8480611569999998,49.45,-0.3952,31,1,2019,1,0,0
DOCU,536475000.0,7034847840.0,-133.2029584,8.683185656000001,2.9116571110000002,2.8455995360000004,41.94,-0.31486,31,10,2018,1,0,0
DOCU,698000000.0,9524345600.0,-259.4199924,12.81014876,2.484856263,2.4150410680000003,53.9,-0.35894000000000004,31,7,2018,0,1,0
DOCU,166800000.0,6826075520.0,-25.21759641,31.88265072,1.146758621,1.063724138,38.63,-7.44988,30,4,2018,1,0,0
ZM,901631000.0,39900151043.0,1473.689789,44.25330434,1.724783502,1.3184116129999999,135.17,0.09172000000000001,30,4,2020,1,0,0
ZM,833943000.0,18270288316.0,1191.100353,21.90831785,3.2816763019999997,2.9225324269999997,76.3,0.06406,31,1,2020,1,0,0
ZM,772517000.0,20461773577.0,9254.533504,26.487149900000002,3.207644358,2.854504205,69.89,0.00755,31,10,2019,0,0,1
ZM,743796000.0,25514718094.0,3290.099045,34.3033817,4.000327517,3.7159950389999996,95.51,0.02903,31,7,2019,0,1,0
ZM,719728000.0,16810998520.0,7593.043595,23.35743297,4.455908448,4.197351164,72.47,0.00954,30,4,2019,1,0,0
DXCM,1335200000.0,39323800000.0,849.3261339,29.04483344,7.580604849,7.011497126,405.4,0.47731999999999997,30,6,2020,0,0,1
DXCM,915900000.0,25338307000.0,1273.281759,27.1142932,5.82176196,5.2835472580000005,269.27,0.21148000000000003,31,3,2020,1,0,0
DXCM,864000000.0,20255324000.0,218.50403450000002,22.94960798,5.467518046,5.051637979,218.74,1.00108,31,12,2019,1,0,0
DXCM,745900000.0,13804700000.0,301.4126638,18.06188669,5.631823821,5.163771712,149.24,0.49513999999999997,30,9,2019,1,0,0
DXCM,669600000.0,13795273000.0,-1313.835524,20.04252942,6.052047189,5.533657183,151.43,-0.11525999999999999,30,6,2019,0,0,1
DXCM,650000000.0,10399851000.0,-386.6115613,15.55466796,7.182667799,6.638487681,115.17,-0.2979,31,3,2019,1,0,0
DXCM,644600000.0,10638240000.0,-59.2,16.03835369,7.641636691,7.24955036,119.8,-2.02365,31,12,2018,0,0,1
DXCM,543800000.0,12079431000.0,259.2152575,21.4860032,4.714285714,4.3243940180000005,133.77,0.5160600000000001,30,9,2018,0,1,0
DXCM,470200000.0,8329746000.0,275.819404,17.27804605,4.894613583,4.497072599999999,94.98,0.34009,30,6,2018,1,0,0
DXCM,409400000.0,6536281000.0,-272.34504169999997,15.49983638,5.829736211,5.258193445,74.53,-0.27491,31,3,2018,1,0,0
DXCM,407300000.0,5085723000.0,-508.5723,12.12618741,5.361411087,4.916486681,57.99,-0.11587,31,12,2017,1,0,0
DXCM,372000000.0,4291161000.0,-2145.5805,11.17489844,5.8620981389999995,5.383248731,48.93,-0.02323,30,9,2017,1,0,0
DXCM,341800000.0,6276270000.0,2164.231034,17.74461408,6.249286393999999,5.692673644,73.15,0.0338,30,6,2017,0,1,0
DXCM,266400000.0,7269834000.0,-177.3130244,26.16930886,1.924868957,1.5550378569999999,84.73,-0.48122,31,3,2017,0,1,0
DXCM,272300000.0,5122260000.0,-731.7514286,18.04883721,2.734375,2.201171875,59.7,-0.08373,31,12,2016,1,0,0
DXCM,248400000.0,7521228000.0,-395.8541053,28.72890756,3.003484321,2.370499419,87.66,-0.22809000000000001,30,9,2016,0,1,0
DXCM,232800000.0,6806514000.0,-340.3257,27.62383929,3.261163735,2.562922869,79.33,-0.24155,30,6,2016,1,0,0
DXCM,225500000.0,5575411000.0,-293.4426842,24.11509948,3.547581903,2.7113884560000003,67.91,-0.22946999999999998,31,3,2016,1,0,0
DXCM,215300000.0,6723990000.0,4482.66,30.39778481,3.457399103,2.829596413,81.9,0.0188,31,12,2015,0,1,0
DXCM,187200000.0,6800112000.0,-158.1421395,35.17905846,3.464285714,2.87585034,85.86,-0.54293,30,9,2015,0,0,1
DXCM,164500000.0,6294426000.0,-1573.6065,36.87420035,3.85520362,3.235294118,79.98,-0.05083,30,6,2015,0,0,1
DXCM,142800000.0,4850052000.0,-404.171,32.63830417,3.9513513510000005,3.3513513510000004,62.34,-0.15248,31,3,2015,1,0,0
DXCM,134300000.0,4282890000.0,3294.530769,30.54843081,3.593596059,3.1034482760000004,55.05,0.01729,31,12,2014,1,0,0
DXCM,108700000.0,2987253000.0,-597.4506,25.97611304,3.0394088669999997,2.618226601,39.99,-0.06667000000000001,30,9,2014,1,0,0
DXCM,93100000.0,2942772000.0,-490.462,29.54590361,2.963483146,2.525280899,39.66,-0.08086,30,6,2014,0,0,1
DXCM,83400000.0,3068912000.0,-255.7426667,34.09902222,3.151515152,2.734006734,41.36,-0.16371,31,3,2014,0,0,1
DXCM,77300000.0,2627422000.0,-1313.711,31.2416409,2.9003115260000003,2.514018692,35.41,-0.028130000000000002,31,12,2013,1,0,0
DXCM,67800000.0,2093924000.0,-348.9873333,28.03111111,2.981751825,2.525547445,28.22,-0.08487,30,9,2013,1,0,0
DXCM,65200000.0,1693986000.0,-169.3986,23.42995851,3.516587678,3.0379146919999998,22.83,-0.14225,30,6,2013,1,0,0
DXCM,66400000.0,1270304000.0,-115.48218179999999,17.25956522,4.4012345680000005,3.802469136,17.12,-0.15759,31,3,2013,1,0,0
DXCM,69600000.0,1008378000.0,-18.67366667,13.09581818,3.979487179,3.497435897,13.59,-0.78603,31,12,2012,1,0,0
DXCM,72800000.0,1109290000.0,-64.25824017,13.814321300000001,3.7058823530000002,3.220588235,14.95,-0.25204,30,9,2012,0,0,1
DXCM,83600000.0,961632000.0,-65.45721871,10.53266156,4.941176471,4.3588235289999995,12.96,-0.21536999999999998,30,6,2012,1,0,0
DXCM,91800000.0,773906000.0,-55.02744596,7.770140562000001,5.763975155,5.136645963,10.43,-0.20745999999999998,31,3,2012,1,0,0
DXCM,104500000.0,690802000.0,-56.38739695,6.610545455,7.102040816000001,6.428571429,9.31,-0.18686,31,12,2011,1,0,0
DXCM,113100000.0,890400000.0,-67.05829191,7.872679045,7.836734694,7.231292517000001,12.0,-0.20456,30,9,2011,0,1,0
DXCM,121600000.0,1075158000.0,-145.942446,8.841759867999999,8.985507246000001,8.239130435,14.49,-0.11575,30,6,2011,0,1,0
DXCM,53400000.0,965018080.0,-81.43612489,18.07149963,4.689655172,3.836206897,15.52,-0.19058,31,3,2011,0,0,1
DXCM,61000000.0,776425650.0,-79.130213,12.72828934,4.331125828,3.562913907,13.65,-0.1725,31,12,2010,1,0,0
DXCM,35200000.0,736446540.0,-54.96690103,20.9217767,2.6176470590000003,2.058823529,13.22,-0.24051,30,9,2010,0,0,1
DXCM,41100000.0,629326400.0,-53.84841277,15.34942439,3.2516129030000003,2.8903225810000004,11.56,-0.21468,30,6,2010,1,0,0
DXCM,46700000.0,499574340.0,-24.64234894,10.69752334,3.734177215,3.3987341769999997,9.74,-0.39525,31,3,2010,1,0,0
DXCM,-18500000.0,357880290.0,-31.04174603,-19.45001576,1.9627659569999998,1.675531915,8.07,-0.25997,31,12,2009,1,0,0
DXCM,-9100000.0,347310210.0,-25.68292613,-38.16595714,2.48,2.302857143,7.93,-0.30877,30,9,2009,0,0,1
DXCM,2000000.0,264424420.0,-17.24882061,132.21221,3.259036145,3.0722891569999997,6.19,-0.35886999999999997,30,6,2009,1,0,0
DXCM,15100000.0,163815660.0,-12.46504794,10.77734605,4.433333333,4.186666667,4.14,-0.33213000000000004,31,3,2009,1,0,0
DXCM,-19500000.0,81384120.0,-6.050863941,-4.173544615,2.14,1.88,2.76,-0.45613000000000004,31,12,2008,1,0,0
DXCM,-27300000.0,182078850.0,-12.39643587,-6.669554945,3.8205128210000003,3.294871795,6.19,-0.49933999999999995,30,9,2008,0,1,0
DXCM,-14700000.0,177020320.0,-12.57782578,-12.04219864,5.0,4.476744186,6.04,-0.48021,30,6,2008,0,0,1
DXCM,-2900000.0,121003920.0,-9.328085106,-41.72548966,6.641975308999999,6.283950617,4.14,-0.44382,31,3,2008,1,0,0
DXCM,7200000.0,250003790.0,-20.44351869,35.21180141,8.011904762,7.678571429,8.83,-0.43191999999999997,31,12,2007,0,1,0
DXCM,17300000.0,295270897.3,-25.93735922,17.06768193,12.63934426,12.21311475,10.44,-0.40251,30,9,2007,0,1,0
DXCM,26600000.0,231460055.2,-20.41814178,8.668915925,11.82432432,11.39189189,8.19,-0.40110999999999997,30,6,2007,1,0,0
DXCM,36400000.0,221836348.4,-20.29795484,6.0944051770000005,14.78461538,14.35384615,7.86,-0.38723,31,3,2007,0,0,1
DXCM,56900000.0,268544041.4,-0.024250740380000003,4.727888054,11.03846154,10.5,9.86,-406.58552000000003,31,12,2006,0,1,0
DXCM,66300000.0,299825605.2,-0.022312153199999997,4.522256488,10.28787879,9.818181818,11.13,-498.83128,30,9,2006,0,1,0
DXCM,78000000.0,357460459.9,-0.03200521271,4.582826408,15.73469388,14.79591837,13.58,-424.30588,30,6,2006,0,1,0
DXCM,40300000.0,518032342.8,-0.047442956179999995,12.85440057,5.885714286,5.528571428999999,20.27,-427.24994000000004,31,3,2006,0,1,0
DXCM,49400000.0,282647583.4,-0.009186584104,5.721610999,7.183098592,7.112676056000001,14.92,-1624.1074800000001,31,12,2005,1,0,0
DXCM,61100000.0,194954201.4,-0.010425467640000002,3.1907397939999997,20.86206897,20.48275862,11.62,-1114.5783,30,9,2005,1,0,0
DXCM,67100000.0,153982071.6,-0.012447841040000001,2.294814778,23.20689655,22.96551724,12.4,-996.15668,30,6,2005,0,0,1
SPLK,293531000.0,22111472240.0,-72.35926631,12.2159118,2.2664493759999997,2.070374055,140.36,-1.93977,30,4,2020,1,0,0
SPLK,468174000.0,24192457940.0,-1064.4340869999999,12.09968343,2.151050525,1.9766150319999998,155.26,-0.14586,31,1,2020,0,0,1
SPLK,298664000.0,18282383840.0,-317.1877347,10.01161691,2.3293403059999997,2.164145804,119.96,-0.3782,31,10,2019,1,0,0
SPLK,853035000.0,20337904860.0,-201.6209142,14.18422199,3.062091188,2.905698418,135.31,-0.67111,31,7,2019,0,1,0
SPLK,838141000.0,20576242400.0,-132.38354750000002,14.42907941,3.19938823,3.0411270710000005,138.04,-1.04273,30,4,2019,0,0,1
SPLK,925447000.0,18449229720.0,8677.906736,12.13400295,3.232552065,3.0876716760000003,124.84,0.01439,31,1,2019,1,0,0
SPLK,819741000.0,14615677440.0,-262.3764014,10.27921559,3.839984383,3.675350508,99.84,-0.38051999999999997,31,10,2018,1,0,0
SPLK,537500000.0,5285500.0,-0.05106812626,0.004608911754,1.703358964,1.537029543,96.1,-0.71722,31,7,2018,0,0,1
SPLK,617200000.0,6261650.0,-0.05284137419,0.0055982565940000005,1.975246773,1.758542141,102.65,-0.8255,30,4,2018,0,0,1
SPLK,921800000.0,5080350.0,-0.2026465895,0.004490718642,2.304008756,2.136407169,92.37,-0.17924,31,1,2018,1,0,0
SPLK,557900000.0,4239900.0,-0.08378917829,0.00549423351,1.901279199,1.839404894,67.3,-0.36375,31,10,2017,1,0,0
SPLK,594700000.0,4380730.0,-0.05246383234,0.0057040755209999995,2.004484305,1.93064275,60.01,-0.60317,31,7,2017,1,0,0
SPLK,604100000.0,4955960.0,-0.049593819739999996,0.006489406835,2.041346907,1.971025842,65.21,-0.72527,30,4,2017,0,0,1
SPLK,642800000.0,25863420.0,-0.3485401253,0.032120491800000005,2.038357806,1.980371591,57.86,-0.55414,31,1,2017,1,0,0
SPLK,649200000.0,20464600.0,-0.2188937973,0.02513461066,2.218372135,2.164771702,60.19,-0.7015,31,10,2016,0,0,1
SPLK,661100000.0,34928520.0,-0.4033456124,0.042128235439999995,2.365168539,2.3111958269999997,62.04,-0.6545,31,7,2016,0,0,1
SPLK,662000000.0,31551860.0,-0.3127166587,0.03787283639,2.476241668,2.4102343580000003,51.98,-0.7673,30,4,2016,1,0,0
SPLK,686600000.0,32045100.0,-0.4039824515,0.0372877589,2.445359582,2.391924468,47.9,-0.62584,31,1,2016,0,0,1
SPLK,663900000.0,393120.0,-0.005387124181,0.0004674991081,2.720248447,2.668819876,56.16,-0.5767100000000001,31,10,2015,0,1,0
SPLK,657400000.0,699400.0,-0.01264989419,0.0008350047754999999,2.729405194,2.667132086,69.94,-0.44018999999999997,31,7,2015,0,1,0
SPLK,785700000.0,995250.0,-0.013980979409999999,0.001222515661,2.949038755,2.8880073239999997,66.35,-0.57155,30,4,2015,0,0,1
SPLK,783800000.0,1962700.0,-0.03441642702,0.0024132546419999997,2.8845931910000004,2.823139065,51.65,-0.47613,31,1,2015,1,0,0
SPLK,767300000.0,2841440.0,-0.058524850159999996,0.003561148014,3.500980777,3.448411142,66.08,-0.40835,31,10,2014,0,1,0
SPLK,762700000.0,2256960.0,-0.037132045669999995,0.0028396577759999997,4.069684865,4.027518864,47.02,-0.5143800000000001,31,7,2014,1,0,0
SPLK,753200000.0,2892210.0,-0.05698374544,0.0036899846899999997,4.388368655,4.3321833419999995,54.57,-0.43273,30,4,2014,0,1,0
SPLK,753500000.0,5854280.0,-0.1794085379,0.007458631673,4.775372775,4.717652718,77.03,-0.31056999999999996,31,1,2014,0,1,0
SPLK,239800000.0,5079510.0,-0.3069190332,0.02030991603,2.7062663189999996,2.649477807,62.71,-0.15904000000000001,31,10,2013,1,0,0
SPLK,247800000.0,4250850.0,-0.3104396407,0.01715435835,3.0,2.920180723,50.01,-0.13285,31,7,2013,1,0,0
SPLK,238000000.0,3672000.0,-0.2275939011,0.015428571430000001,3.1871295510000004,3.126164268,40.8,-0.15815,30,4,2013,1,0,0
SPLK,237500000.0,7218240.0,-1.171411879,0.03039258947,3.21965812,3.160683761,32.96,-0.07679,31,1,2013,1,0,0
SPLK,224300000.0,7259770.0,-1.326227621,0.03235191622,3.413903743,3.3529411760000003,28.03,-0.07402,31,10,2012,1,0,0
SPLK,224800000.0,9760800.0,-2.133508197,0.04341992883,3.835,3.775,29.4,-0.07324,31,7,2012,0,0,1
SPLK,224000000.0,11271400.0,-0.5506301905,0.050341223760000005,4.347633136000001,4.284023669,33.95,-0.7137600000000001,30,4,2012,0,1,0
SGEN,1244117000.0,29465147520.0,-1390.521355,16.24250102,4.708108204,4.195608867,169.92,-0.1222,30,6,2020,1,0,0
SGEN,1190947000.0,19885743000.0,-118.08495740000001,11.26276635,4.511513535,3.97987707,115.38,-0.97709,31,3,2020,1,0,0
SGEN,1301616000.0,19619356080.0,759.5569524,10.45647925,4.536762069,4.037122576,114.26,0.15043,31,12,2019,0,0,1
SGEN,1204930000.0,14356508600.0,-156.19671430000002,8.067262605,4.85908022,4.307813217,85.4,-0.54675,30,9,2019,1,0,0
SGEN,697155000.0,11034150600.0,-139.2532699,8.675833487,3.027415838,2.515827747,68.35,-0.49083000000000004,30,6,2019,1,0,0
SGEN,738740000.0,11825961770.0,-887.2354843,9.004006947999999,3.270290423,2.76736791,73.61,-0.08297,31,3,2019,0,0,1
SGEN,699200000.0,9076932000.0,-75.76737896,7.125309679,2.9035984010000004,2.474455797,56.66,-0.7478199999999999,31,12,2018,1,0,0
SGEN,813500000.0,12928788000.0,-191.8217804,9.475110297,3.7010841510000003,3.17811048,81.16,-0.4231,30,9,2018,0,1,0
SGEN,831400000.0,10848126000.0,142.17727390000002,7.847313367999999,3.903761062,3.3075221239999997,66.39,0.46695,30,6,2018,1,0,0
SGEN,728300000.0,7742880000.0,-69.31853178,6.052434925,3.776785714,3.086309524,50.94,-0.73487,31,3,2018,1,0,0
SGEN,677500000.0,8088333000.0,-136.6272466,11.93673701,3.4536205860000004,2.9796529019999998,56.13,-0.41083000000000003,31,12,2017,0,0,1
SGEN,659700000.0,8058121000.0,161.16242,12.21482644,4.061518325,3.539267016,54.41,0.33760999999999997,30,9,2017,0,0,1
SGEN,573600000.0,7388472000.0,-131.00127659999998,12.88312467,4.470246734,3.80478955,51.74,-0.39496,30,6,2017,0,0,1
SGEN,603300000.0,8957550000.0,-149.2925,14.84512761,5.090768037,4.5003878980000005,62.86,-0.42105,31,3,2017,0,1,0
SGEN,634100000.0,7488063000.0,-135.89951000000002,11.80896231,4.946801347,4.383164983,52.77,-0.3883,31,12,2016,1,0,0
SGEN,662300000.0,7610009000.0,-239.3084591,11.4902748,5.916534181,5.221780604,54.01,-0.22569,30,9,2016,0,0,1
SGEN,668500000.0,5669523000.0,-173.3799083,8.480961855,5.877838683999999,5.22083007,40.41,-0.23306999999999997,30,6,2016,1,0,0
SGEN,684100000.0,4909091000.0,-239.4678537,7.175984505,5.999185004,5.393643032000001,35.09,-0.14653,31,3,2016,1,0,0
SGEN,685900000.0,6269736000.0,-251.7966265,9.140889342000001,5.741623232,5.231571109,44.88,-0.17824,31,12,2015,0,1,0
SGEN,696200000.0,4924112000.0,-186.5193939,7.072841137999999,6.646921278,6.235385814,38.56,-0.20673000000000002,30,9,2015,1,0,0
SGEN,179600000.0,6054840000.0,-127.47031580000001,33.71291759,2.646487294,2.20328849,48.4,-0.3797,30,6,2015,0,1,0
SGEN,209300000.0,4394005000.0,-202.4887097,20.99381271,3.095943838,2.6957878319999997,35.35,-0.17457999999999999,31,3,2015,1,0,0
SGEN,210900000.0,3980907000.0,-149.09764040000002,18.88475806,3.2406671960000004,2.800635425,32.13,-0.2155,31,12,2014,1,0,0
SGEN,225100000.0,4595448000.0,-294.58,20.4060746,3.603694374,3.219143577,37.18,-0.12621,30,9,2014,0,1,0
SGEN,225800000.0,4712400000.0,-267.75,20.86979628,4.075144508999999,3.7003853560000004,38.25,-0.14286,30,6,2014,0,0,1
SGEN,231000000.0,5599324000.0,-343.51680980000003,24.23949784,4.337373737,3.971717172,45.56,-0.13263,31,3,2014,0,1,0
SGEN,230200000.0,4886525000.0,-311.2436306,21.22730235,4.408266128999999,4.070564516,39.89,-0.12816,31,12,2013,1,0,0
SGEN,234300000.0,5347260000.0,-225.62278480000003,22.81254266,4.36746988,4.048192771,43.83,-0.19426,30,9,2013,0,0,1
SGEN,237100000.0,3967723000.0,-575.0323187999999,16.73438633,4.777408638,4.279069767,32.71,-0.05687999999999999,30,6,2013,1,0,0
SGEN,233200000.0,4198220000.0,-257.5595092,17.99494213,4.841573034,4.382022472,34.84,-0.13527,31,3,2013,0,0,1
SGEN,226100000.0,2764181000.0,-260.7717925,12.22547988,4.382703777,3.96222664,23.17,-0.08885,31,12,2012,1,0,0
SGEN,222500000.0,3162765000.0,-230.85875910000001,14.20828841,5.229530201,4.706040268,26.69,-0.11560999999999999,30,9,2012,0,1,0
SGEN,218500000.0,2978247000.0,-173.15389530000002,13.63042105,4.670212766000001,4.288416076,25.39,-0.14662999999999998,30,6,2012,0,0,1
SGEN,220200000.0,2370194000.0,-192.6986992,10.7638238,5.235135135,4.948648649,20.38,-0.10575999999999999,31,3,2012,1,0,0
SGEN,218800000.0,1924472000.0,-70.75264706,8.795575868,4.386388584,4.24039517,16.72,-0.23631999999999997,31,12,2011,1,0,0
SGEN,231300000.0,2183888000.0,-53.65818182,9.445882353,5.235453315,5.1177266580000005,19.04,-0.35484,30,9,2011,0,1,0
SGEN,264000000.0,2339280000.0,-45.42291262,8.860909091,6.153956835,6.0906474820000005,20.52,-0.45175,30,6,2011,0,0,1
SGEN,304800000.0,1689345000.0,-51.66192661,5.542470472000001,7.610367892999999,7.565217391,15.57,-0.30138000000000004,31,3,2011,1,0,0
SGEN,161500000.0,1517425000.0,-43.98333333,9.395820432999999,5.549270073,5.509124087999999,14.95,-0.3399,31,12,2010,0,0,1
SGEN,189800000.0,1571636000.0,-45.03255014,8.280484721,6.302734375,6.234375,15.53,-0.34486,30,9,2010,0,0,1
SGEN,218600000.0,1209791000.0,-145.75795180000003,5.53426807,7.4375,7.359375,11.99,-0.08226,30,6,2010,1,0,0
SGEN,222100000.0,1229820000.0,106.9408696,5.53723548,5.428571429,5.30952381,11.94,0.11165,31,3,2010,0,0,1
SGEN,206200000.0,1021080000.0,-84.38677686,4.951891368,3.335885167,3.275598086,10.16,-0.1204,31,12,2009,1,0,0
SGEN,215500000.0,1311805000.0,-66.25277778,6.087262181,5.5,5.459839357000001,14.03,-0.21176,30,9,2009,0,1,0
SGEN,100100000.0,837864000.0,-37.2384,8.37026973,3.213675214,3.175213675,9.72,-0.26102,30,6,2009,1,0,0
SGEN,107500000.0,823310000.0,-30.15787546,7.658697674,3.299776286,3.255033557,9.86,-0.32695,31,3,2009,0,0,1
SGEN,79000000.0,713412000.0,-23.31411765,9.030531646,2.753731343,2.619402985,8.94,-0.38345999999999997,31,12,2008,1,0,0
SGEN,105800000.0,851720000.0,-39.06972477,8.050283554,3.155263158,2.978947368,10.7,-0.27387,30,9,2008,0,1,0
SGEN,124100000.0,670878000.0,-41.929875,5.405946817,4.0,3.787692308,8.46,-0.20177,30,6,2008,1,0,0
SGEN,138000000.0,694330000.0,-40.60409357,5.0277335260000005,5.903654485,5.857142857,9.1,-0.22411999999999999,31,3,2008,0,0,1
SGEN,54000000.0,768360000.0,-51.56778523,14.22888889,4.075085324,4.027303754,11.4,-0.22107,31,12,2007,0,1,0
SGEN,64600000.0,779460000.0,-53.38767123,12.04729521,4.40969163,4.325991189,11.81,-0.22121,30,9,2007,0,0,1
SGEN,74500000.0,560151000.0,-52.84443396,7.518805369,4.884615385,4.788461538,9.81,-0.18564,30,6,2007,1,0,0
SGEN,81600000.0,446355000.0,-50.72215909,5.470036765,6.015789474,5.952631579,8.19,-0.16147,31,3,2007,1,0,0
SGEN,88200000.0,272363000.0,-27.2363,3.0880158730000002,10.04705882,9.882352941,5.33,-0.19569,31,12,2006,1,0,0
SGEN,96800000.0,247860000.0,-28.82093023,2.563185109,9.510638298,9.393617021,4.86,-0.16863,30,9,2006,0,0,1
SGEN,103800000.0,230460000.0,-26.79767442,2.220231214,9.833333332999999,9.666666667000001,4.6,-0.17165999999999998,30,6,2006,0,0,1
SGEN,68000000.0,218784000.0,-25.14758621,3.217411765,3.619047619,3.542857143,5.16,-0.20519,31,3,2006,0,1,0
SGEN,75400000.0,200128000.0,-27.41479452,2.6507019869999997,3.972972973,3.954954955,4.72,-0.17217000000000002,31,12,2005,0,0,1
SGEN,82800000.0,222075000.0,-35.81854839,2.685308343,3.927927928,3.8738738739999996,5.25,-0.14657,30,9,2005,0,1,0
SGEN,88600000.0,226192000.0,-26.92761905,2.5558418080000003,3.764227642,3.707317073,5.36,-0.19905,30,6,2005,0,0,1
SGEN,96900000.0,216394000.0,-28.47289474,2.235475207,4.413461538,4.355769231,5.14,-0.18052,31,3,2005,0,0,1
SGEN,103800000.0,273607000.0,-25.81198113,2.635905588,4.113402062,4.06185567,6.53,-0.25298000000000004,31,12,2004,0,1,0
SGEN,113600000.0,270684000.0,-28.79617021,2.384881057,5.945205479,5.726027397,6.57,-0.22816,30,9,2004,0,0,1
SGEN,121900000.0,272061000.0,-30.91602273,2.231837572,5.843373494,5.542168675,7.03,-0.22739,30,6,2004,0,0,1
SGEN,130800000.0,300395000.0,-44.83507463,2.2965978590000002,6.948051948,6.87012987,8.23,-0.18356,31,3,2004,0,1,0
SGEN,74900000.0,265980000.0,-49.25555556,3.551134846,11.23684211,11.13157895,8.58,-0.17419,31,12,2003,0,0,1
SGEN,72200000.0,186349000.0,-35.83634615,2.5845908459999998,8.609756098,8.463414634,6.07,-0.16938,30,9,2003,1,0,0
SGEN,36200000.0,157896000.0,-28.70836364,4.3617679560000004,5.0,4.65625,5.16,-0.17974,30,6,2003,1,0,0
SGEN,41100000.0,72590000.0,-12.09833333,1.7661800490000001,6.1891891889999995,6.0,2.38,-0.19672,31,3,2003,1,0,0
SGEN,46700000.0,94550000.0,-16.30172414,2.0246252680000003,7.828571429,7.742857142999999,3.1,-0.19016,31,12,2002,0,1,0
SGEN,52000000.0,97888000.0,-19.19372549,1.882461538,9.2,9.0,3.22,-0.16776,30,9,2002,0,0,1
SGEN,56500000.0,153718000.0,-24.39968254,2.720672566,13.77777778,13.48148148,5.09,-0.20861,30,6,2002,0,1,0
SGEN,58400000.0,154580000.0,-25.76333333,2.646917808,19.83333333,19.45833333,5.24,-0.20339000000000002,31,3,2002,0,0,1
SGEN,60600000.0,164730000.0,-32.3,2.71383855,20.57142857,20.33333333,5.7,-0.17647000000000002,31,12,2001,0,0,1
SGEN,64700000.0,119520000.0,-19.27741935,1.847295209,12.43333333,12.23333333,4.15,-0.21528000000000003,30,9,2001,1,0,0
SGEN,69100000.0,174460000.0,-34.20784314,2.521098266,11.75,11.15,6.1,-0.17832,30,6,2001,0,1,0
SGEN,72500000.0,46500000.0,-11.07142857,0.6413793103000001,30.125,29.91666667,5.0,-0.45161,31,3,2001,1,0,0
CDW,-2180000000.0,13421768220.0,79.93906027,15.08572352,1.279282737,1.043622505,92.6278,1.15873,31,3,2020,1,0,0
CDW,-2186800000.0,20737141740.0,111.7302895,21.59444105,1.2413644959999999,1.017156442,141.4539,1.26603,31,12,2019,0,1,0
CDW,-2196900000.0,17915270400.0,88.82137035,19.15866795,1.325300833,1.0794816409999999,121.70700000000001,1.37024,30,9,2019,1,0,0
CDW,-2249100000.0,16438891870.0,83.61593016,17.56104248,1.2788775540000001,1.031066671,110.8489,1.32569,30,6,2019,0,0,1
CDW,-2296900000.0,14453988720.0,94.53230033,15.58717645,1.285381026,1.0461897359999999,96.8766,1.0248,31,3,2019,1,0,0
CDW,-2199800000.0,12072161790.0,75.78255989,12.37916508,1.354500375,1.1392387,79.3699,1.04734,31,12,2018,1,0,0
CDW,-2067000000.0,13195682950.0,71.83278688,11.36872831,1.4085737719999998,1.168372624,85.8535,1.19519,30,9,2018,0,0,1
CDW,-2205900000.0,12104789040.0,69.96987884,11.32452899,1.363368794,1.094574468,78.6536,1.12411,30,6,2018,0,0,1
CDW,-2350900000.0,10347451200.0,81.4759937,10.37962805,1.34749274,1.086234269,66.844,0.8204100000000001,31,3,2018,1,0,0
CDW,-2391000000.0,10481944160.0,53.80874825,10.63508945,1.346615915,1.116728123,67.5383,1.25515,31,12,2017,0,0,1
CDW,-2608200000.0,9949315200.0,76.94752668,12.33641066,1.3649509519999998,1.090397467,63.696000000000005,0.82778,30,9,2017,0,0,1
CDW,-2596800000.0,9569939700.0,67.92008304,11.27068626,1.329328428,1.077058547,60.1883,0.8861600000000001,30,6,2017,0,0,1
CDW,-2566900000.0,9018159480.0,154.9511938,9.939556354,1.393557675,1.114315278,55.3941,0.35749000000000003,31,3,2017,0,0,1
CDW,-2465100000.0,8143036150.0,78.37378393,7.788652462999999,1.4197833999999998,1.169465515,49.8655,0.63625,31,12,2016,1,0,0
CDW,-2588000000.0,7174056950.0,56.98218388,7.24286416,1.4095354519999999,1.131982321,43.5055,0.76349,30,9,2016,1,0,0
CDW,-2623600000.0,6341101300.0,53.96681957,6.257254095,1.4121779859999999,1.1352344220000001,38.039,0.70486,30,6,2016,1,0,0
CDW,-2680700000.0,6635574300.0,85.29015809999999,6.380973459,1.449161264,1.153185139,39.287,0.46063000000000004,31,3,2016,0,0,1
